id,image,back_camera,chips,id_api,liked,max_price,min_price,name,operational_system,rating,rating_number,screen_size,brand,type
7555,http://thumbs.buscape.com.br/celular-e-smartphone/celular-multilaser-view-2_600x600-PU960c1_1.jpg,1.3,Dual Chip,614593,0,NULL,NULL,Celular Multilaser View 2,NULL,8,1,2.4,Multilaser,Celular
7556,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-samsung-galaxy-note-5-sm-n920-64gb_600x600-PU96185_1.jpg,16.0,NULL,614789,1,NULL,NULL,Smartphone Samsung Galaxy Note 5 SM-N920 64GB,Android,10,1,5.7,Samsung,Smartphone
7557,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-samsung-galaxy-s6-edge-plus-sm-g928-64gb_600x600-PU96188_1.jpg,16.0,NULL,614792,1,NULL,NULL,Smartphone Samsung Galaxy S6 Edge+ Plus SM-G928 64GB,Android,10,1,5.7,Samsung,Smartphone
7558,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-lg-volt-h442f_600x600-PU9735f_1.jpg,8.0,Dual Chip,619359,0,NULL,NULL,Smartphone LG Volt H442F,Android,4,1,4.7,LG,Smartphone
7559,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-samsung-galaxy-s7-edge-sm-g935-32gb-edicao-jogos-olimpicos_600x600-PU97fc5_1.jpg,12.0,Single Chip,622533,0,NULL,NULL,Smartphone Samsung Galaxy S7 Edge SM-G935 32GB EdiÌ¤Ì£o Jogos OlÌ_mpicos,Android,10,1,5.5,Samsung,Smartphone
7560,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-tp-link-neffos-c5-max_600x600-PU984bb_1.jpg,13.0,Dual Chip,623803,1,NULL,NULL,Smartphone TP-Link Neffos C5 Max,Android,10,1,5.5,TP-Link,Smartphone
7561,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-htc-hd-mini_200x200-PU3d6ec_1.jpg,5.0,Single Chip,251628,0,NULL,NULL,Smartphone HTC HD Mini,Windows Mobile,NULL,NULL,3.2,HTC,Smartphone
7562,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blackberry-torch-9850_200x200-PU545b3_1.jpg,5.0,NULL,345523,0,NULL,NULL,Smartphone BlackBerry Torch 9850,NULL,NULL,NULL,3.7,BlackBerry,Smartphone
7563,http://thumbs.buscape.com.br/celular-e-smartphone/celular-samsung-gt-b2710_200x200-PU7b5a2_1.jpg,NULL,NULL,505250,0,NULL,NULL,Celular Samsung GT-B2710,NULL,NULL,NULL,NULL,Samsung,Celular
7564,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-blu-vivo-iv-d970l_600x600-PU938c2_1.jpg,NULL,NULL,604354,1,NULL,NULL,Smartphone BLU Blu Vivo IV D970L,NULL,NULL,NULL,NULL,BLU,Smartphone
7565,http://thumbs.buscape.com.br/celular-e-smartphone/celular-blu-jenny-ii-t177_600x600-PU9579e_1.jpg,NULL,Dual Chip,612254,0,NULL,NULL,Celular BLU Jenny II T177,NULL,NULL,NULL,1.8,BLU,Celular
7566,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blackberry-passport_600x600-PU960bd_1.jpg,13.0,NULL,614589,0,NULL,NULL,Smartphone BlackBerry Passport,Sistema Operacional BlackBerry,NULL,NULL,4.5,BlackBerry,Smartphone
7567,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-vivo-air-d980l_600x600-PU9699a_1.jpg,8.0,Single Chip,616858,1,NULL,NULL,Smartphone BLU Vivo Air D980L,Android,NULL,NULL,4.8,BLU,Smartphone
7568,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-lg-pro-lite-dual-d686_200x200-PU88d75_1.jpg,8.0,NULL,560501,0,NULL,NULL,Smartphone LG Pro Lite Dual D686,Android,NULL,NULL,5.5,LG,Smartphone
7569,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-sony-xperia-advance-st27i_200x200-PU631a7_1.jpg,NULL,NULL,405927,1,NULL,NULL,Smartphone Sony Xperia Advance ST27I,NULL,NULL,NULL,NULL,Sony,Smartphone
7570,http://thumbs.buscape.com.br/celular-e-smartphone/celular-multilaser-idea_200x200-PU82960_1.jpg,NULL,NULL,534880,0,NULL,NULL,Celular Multilaser Idea,NULL,NULL,NULL,NULL,Multilaser,Celular
7571,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-samsung-galaxy-star-pro-gt-s7262_600x600-PU8fdf3_1.jpg,NULL,NULL,589299,1,NULL,NULL,Smartphone Samsung Galaxy Star Pro GT-S7262,NULL,NULL,NULL,NULL,Samsung,Smartphone
7572,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-htc-one-m7_600x600-PU8fb4e_1.jpg,NULL,NULL,588622,1,NULL,NULL,Smartphone HTC One M7,NULL,NULL,NULL,NULL,HTC,Smartphone
7573,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-studio-5-5-d610_200x200-PU8d1fe_1.jpg,5.0,Dual Chip,578046,1,NULL,NULL,Smartphone BLU Studio 5.5 D610,Android,NULL,NULL,5.5,BLU,Smartphone
7574,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-life-one-l120_200x200-PU8e8ba_1.jpg,13.0,NULL,583866,0,NULL,NULL,Smartphone BLU Life One L120,Android,NULL,NULL,5.0,BLU,Smartphone
7575,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-lg-optimus-g-e975_200x200-PU7dcf8_1.jpg,13.0,Single Chip,515320,0,NULL,NULL,Smartphone LG Optimus G E975,Android,NULL,NULL,4.7,LG,Smartphone
7576,http://thumbs.buscape.com.br/celular-e-smartphone/celular-blu-tattoo_200x200-PU50dfb_1.jpg,NULL,Dual Chip,331259,0,NULL,NULL,Celular BLU Tattoo,NULL,NULL,NULL,2.0,BLU,Celular
